AD | AS6752 | Andorra Telecom
CO | AS269963 | LATAM AIRLINES GROUP S.A.
CO | AS269972 | UNIVERSIDAD DEL QUINDÍO
CO | AS269977 | HOSPITAL MILITAR CENTRAL
CO | AS269980 | K.G.B. TELECOMUNICACIONES S.A.S
CO | AS269986 | SERVICIOS PROFESIONALES WICOM S.A.S.
CO | AS269990 | INTERYA S.A.S
CO | AS269991 | STRATEGIC TECHNOLOGICAL DE COLOMBIA SAS (STRATECSA)
CO | AS269999 | UNIVERSIDAD MARIANA
CO | AS270003 | CALLTOPBX S.A.S. (VIVERCOM)
CO | AS270018 | LA PREVISORA S.A. COMPAÑIA DE SEGUROS
CO | AS270020 | T.V. SANV S A S (ALPAVISION HD)
CO | AS270028 | INSTITUTO NACIONAL DE CANCEROLOGÍA - EMPRESA SOCIAL DEL ESTADO
CO | AS270030 | DEPARTAMENTO ADMINISTRATIVO DEL DEPORTE
CO | AS270031 | TELENET DIGITAL S.A.S
CO | AS270035 | CELSIA INTERNET S.A.S.
CO | AS270046 | FEDERACION COLOMBIANA DE MUNICIPIOS
CO | AS270051 | PLANET TELECOM COLOMBIA S.A.S
CO | AS270057 | DIRECTV COLOMBIA LTDA.
CO | AS270062 | FIBERNET TV SAS
CO | AS270075 | SUPER REDES S.A.S
CO | AS270088 | GUAJIRANET ISP S.A.S.
CO | AS271773 | PARTNERS TELECOM COLOMBIA SAS
CO | AS271789 | REGIONAL DE SERVICIOS DE TELECOMUNICACIONES ZOMAC S.A.S.
CO | AS271792 | ONRED SOLUCIONES DE CONECTIVIDAD S.A.S.
CO | AS271802 | ASOCIACION CANAL LOCAL DE TELEVISION DE MEDELLIN TELEMEDELLIN
CO | AS271818 | INSTITUTO NACIONAL DE SALUD
CO | AS271820 | Empresa de Acueducto y Alcantarillado de Bogotá - ESP
CO | AS271825 | BANCO AGRARIO DE COLOMBIA S.A.
CO | AS271826 | UAE CONTADURIA GENERAL DE LA NACION
CO | AS271829 | ZUMA COMUNICACIONES DE COLOMBIA SAS
CO | AS271833 | MUNICIPIO DE MEDELLIN
CO | AS271842 | M & B Soluciones Peru S.A.C. (FASTNET)
CO | AS271844 | UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS
CO | AS271845 | DEPARTAMENTO DEL META
CO | AS271851 | INTERREDES SOLUCIONES INTEGRALES SAS
CO | AS271858 | U.A.E. INSTITUTO NACIONAL DE METROLOGIA - INM
CO | AS271859 | FONDO NACIONAL DEL AHORRO - CARLOS LLERAS RESTREPO
CO | AS271870 | VALLE TELECOMUNICACIONES SAS
CO | AS271890 | HOSPITAL FEDERICO LLERAS ACOSTA DE IBAGUE TOLIMA - EMPRESA SOCIAL DEL ESTADO
CO | AS271903 | TELNET ISP S.A.S.
CO | AS271908 | BIG DATA S.A.S
CO | AS271918 | CONCEJO DE MEDELLÍN
CO | AS271925 | INSTITUCION UNIVERSITARIA DE ENVIGADO
CO | AS271927 | IPCOM SISTEMAS S.A.S.
CO | AS271947 | EXODO 20 FIBRA OPTICA S.A.S.
CO | AS271952 | UNICABLE H.D. SAS
CO | AS271957 | SOMOS NETWORKS COLOMBIA S.A.S. BIC
CO | AS271992 | ANTIOQUEÑA DE TELECOMUNICACIONES S.A.S.
CO | AS271995 | DEPARTAMENTO DE CUNDINAMARCA
CO | AS272003 | CONEXION FIBRA S.A.S
CO | AS272007 | PONTIFICIA UNIVERSIDAD JAVERIANA
CO | AS272020 | PEOPLE CONTACT S.A.S.
CO | AS272024 | EVERNET SAS
CO | AS272043 | OSNET SAS
CO | AS272049 | INSTITUTO DE INVESTIGACIONES MARINAS Y COSTERAS JOSE BENITO VIVES DE ANDREIS. INVEMAR.
CO | AS272051 | POLINET TELECOMUNICACIONES COLOMBIA SAS
CO | AS272058 | VIVO TELECOMUNICACIONES S.A.S.
CO | AS272060 | FERMAC TELECOMUNICACIONES S.A.S
CO | AS272076 | FIBRA100 S.A.S.
CO | AS272079 | INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES
CO | AS272086 | CENTRAL DE SERVICIOS DIGITALES S.A.S.
CO | AS272115 | MINISTERIO DE HACIENDA Y CREDITO PUBLICO
CO | AS272125 | SERVICIOS EN COMUNICACIONES Y REDES S.A.S.
CO | AS272129 | INTTEL GO SAS
CO | AS272137 | CONEXION COMERCIALIZACION DE SERVICIOS DE TELECOMUNICACIONES EMPALMERIA Y CONSTRUCCION DE REDES HFC DEL SUR COLOMBIA SAS
CO | AS272139 | @ DIGITAL GROUP S.A.S.
CO | AS272146 | GEDCOM S.A.S
CO | AS272153 | CORPORACION DE CIENCIA Y TECNOLOGIA PARA EL DESARROLLO DE LA INDUSTRIA NAVAL
CO | AS272156 | WEB MASTER COLOMBIA SAS
CO | AS272812 | FASTNET COMUNICACIONES ISP SAS
CO | AS272829 | TASKUS COLOMBIA SAS
CO | AS272842 | MUNICIPIO DE BUGA
CO | AS272847 | COMPUREDES PLANETA SAS
CO | AS272851 | GIGA FIBRA SAS
CO | AS272859 | WAYIRA NET S.A.S.
CO | AS272869 | INTERCOMM DE NARIÑO SAS
CO | AS272875 | COMUNICAMOS + TELECOMUNICACIONES SAS
CO | AS272881 | GLOBAL NET TV ZOMAC S.A.S
CO | AS272884 | LEOWISP SAS
CO | AS272896 | COMSSET COMUNICACIONES SAS
CO | AS272904 | ENVIASEO ESP
CO | AS272909 | MUNICIPIO DE RIONEGRO ANTIOQUIA
CO | AS272926 | RYO COMUNICACIONES S.A.S
CO | AS272929 | SINURED SOLUCIONES SAS
CO | AS272930 | INTERCOL WISP S.A.S.
CO | AS272932 | WISP TELECOMUNICACIONES S.A.S.
CO | AS272934 | DISTRITO TURISTICO Y CULTURAL DE CARTAGENA DE INDIAS
CO | AS272937 | TUNORTETV TELECOMUNICACIONES S.A.S.
CO | AS272942 | GLOBAL RAICES S.A.S
CO | AS272949 | SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.
CO | AS272950 | EMPRESA PRESTADORA DE SERVICIOS DE INTERNET Y TELEVISION SUR DE BOLIVAR S.A.S. (GIGACABLE SAS)
CO | AS272952 | INSTITUTO TECNOLOGICO METROPOLITANO
CO | AS272953 | HS NETWORKS SAS
CO | AS272958 | INVERSIONES ZULUAGA SEJIN S.A.S.
CO | AS272963 | TEUTONIC HOLDINGS LLC
CO | AS272977 | GLOBALTRONIK SAS
CO | AS272978 | ORINOCO VENTURES GROUP SAS
CO | AS272986 | MEGARED DE COLOMBIA S.A.S.
CO | AS272987 | CABLE CAUCA COMUNICACIONES S.A.S.
CO | AS272988 | Hydra Soluciones Empresariales Ingeniería SAS
CO | AS272990 | AYSATEC TELECOMUNICACIONES S.A.S.
CO | AS272992 | CABLE & TV YOPAL S.A.S (INTERNET INALÁMBRICO)
CO | AS272995 | M&M INVERSIONES MORENO SAS
CO | AS273001 | TELECOMUNICACIONES DEL CATATUMBO S.A.S
CO | AS273006 | INTERNET Y TELECOMUNICACIONES DE COLOMBIA S.A.S.
CO | AS273008 | RENTIC S.A.S.
CO | AS273013 | BLUE TELECOMUNICACIONES SAS
CO | AS273015 | CHILCO NET S.A.S
CO | AS273020 | IN QUALITY TELECOMUNICATIONS S.A.S. ZOMAC BIC
CO | AS273027 | UNIVERSIDAD DE ANTIOQUIA
CO | AS273049 | FIBRARED PLUS TELECOMUNICACIONES S.A.S.
CO | AS273057 | REDETEK SAS
CO | AS273064 | CIRCULO DE SUBOFICIALES DE LAS FUERZAS MILITARES
CO | AS273071 | INTEGRADOS S&S.NET SAS
CO | AS273074 | BUHO NETWORK S.A.S
CO | AS273075 | BITEM COMUNICACIONES S.A.S.
CO | AS273078 | SERVINET COMUNICACIONES S.A.S.
CO | AS273080 | AULAS DIGITALES DE COLOMBIA SAS
CO | AS273082 | COMERCIALIZADORA ENTRETENIMIENTO Y COMUNICACIONES S.A.S.
CO | AS273083 | SECRETARÍA DISTRITAL DE CULTURA
CO | AS273092 | AROS COMUNICACIONES SAS
CO | AS273099 | LINAGE COMUNICACIONES SAS
CO | AS273102 | REDNET GROUP SAS
CO | AS273103 | TV&MÁS S.A.S
CO | AS273114 | PROMOTORA DE TELEVISION INTERNET Y COMUNICACIONES S.A.S
CO | AS273119 | INSTITUTO DE VALORIZACION DE MANIZALES INVAMA
CO | AS273120 | TECNOLOGÍA
CO | AS273122 | ISA NETWORKS I.S.P S.A.S
CO | AS273128 | CORPORACIÓN CAPSOS TELECOMUNICACIONES
CO | AS273131 | NETSLINK SAS
CO | AS273132 | VALLE ISP S.A.S.
CO | AS273134 | HOLA TELECOMUNICACINES COLOMBIA S.A.S
CO | AS273138 | FIBRANETPLUS S.A.S.
CO | AS273145 | GRUPO SERVINET S.A.S.
CO | AS273153 | CONSURED S.A.S.
CO | AS273166 | GIGANAV CONNECTIONS SAS
CO | AS273168 | INFRAESTRUCTURA Y REDES SAS
CO | AS273172 | INTERCARIBE TV S.A.S.
CO | AS273174 | NOVACOM TIC S.A.S
CO | AS273176 | HOLA WE DIGITAL S.A.S.
CO | AS273183 | INTERPLUS TELECOMUNICACIONES SAS
CO | AS273187 | FIESTA TELECOMUNICACIONES SAS
CO | AS273191 | Geanet SAS
CO | AS273194 | FAOBA DC S A S
CO | AS273202 | ZONALIBRE INGENIERIA S.A.S.
CO | AS273204 | WIKI NETWORKS SAS
CO | AS273212 | SISTEMAS
CO | AS273218 | INTEGRA TIC SOLUCIONES S.A.S.
CO | AS273221 | FIBRAZO S.A.S.
CO | AS273226 | SUPERCABLE TELECOMUNICACIONES S.A.S
CO | AS273234 | ACCESS DIGITAL SAS
CO | AS273238 | CABLE EXITO S.A.S.
CO | AS273244 | EXPERTOS EN TECNOLOGIA Y TELECOMUNICACIONES S.A.S
CO | AS273821 | TOTAL BAND COMUNICACIONES SAS
CO | AS273829 | VISION SATELITAL COMUNICACIONES S.A.S.
CO | AS273849 | SIMPLE COMUNICACIONES S.A.S.
CO | AS273850 | SERVICIOS DE TELECOMUNICACIONES E INFORMATICA S.A.S.
CO | AS273852 | ADMINISTRADORA COLOMBIANA DE PENSIONES COLPENSIONES
CO | AS273873 | ASOCIACION PARA LA CONSTRUCCIÓN DEL AEROPUERTO UBICADO EN PALESTINA (CALDAS)
CO | AS273889 | WISPER INTERNET INALAMBRICO S.A.S
CO | AS273894 | U2RED S.A.S
CO | AS273896 | ONE TELECOMUNICACIONES SAS
CO | AS273898 | JEFFERSON AFE S.A.S
CO | AS273905 | AMERICANA DE TECNOLOGIA Y COMUNICACIONES SAS
CO | AS273908 | COMFIBRA X S.A.S
CO | AS273911 | CREDIBANCO S A
CO | AS273926 | CARIBETECH S.A.S
CO | AS273940 | CABLELINEA S.A.S.
CO | AS273953 | TV COLOMBIA DIGITAL SAS
CO | AS273957 | CHANNEL PLUS S.A.S
CO | AS273986 | FIBERCOM COLOMBIA S.A.S
CO | AS274001 | TELECOMUNICACIONES DEL SUR SAS
CO | AS274005 | TERAWI S.A.S
CO | AS274009 | SUNNOVA SAS
CO | AS274010 | BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A.
CO | AS274017 | Floriano SAS
CO | AS274018 | CONEXIÓN TOTAL A INTERNET S.A.S.
CO | AS274021 | MEDIA LINK S.A.S
CO | AS274030 | MINISTERIO DE TRANSPORTE
CO | AS274039 | CONEXION DIGITAL EXPRESS S.A.S.
CO | AS274043 | RC COMUNICACIONES SAS
CO | AS274044 | MUNDO + S.A.S.
CO | AS274046 | EMPRESA SOCIAL DEL ESTADO DEPARTAMENTAL DE PRIMER NIVEL MORENO Y CLAVIJO
CO | AS274054 | @SONET COLOMBIA SAS
CO | AS274059 | K.G.B. TELECOMUNICACIONES S.A.S
CO | AS274096 | MUNICIPIO DE AGUAZUL
CO | AS274100 | IMPORIENTE SOLUCIONES GLOBALES SAS
CO | AS274110 | RED-INALSOLUCIÓNES SAS
CO | AS274115 | INTERNET Y TELEVISIÓN S.A.S.
CO | AS274124 | INFRAESTRUCTURA VIRTUAL SAS
CO | AS274128 | RED PLANET TELECOMUNICACIONES S.A.S.
CO | AS274141 | CABLE GUAJIRA LIMITADA
CO | AS274152 | SURFLINK SAS
CO | AS274154 | OCA TICS S.A.S
CO | AS274155 | DIGITAL DOT GROUP SAS
CO | AS274163 | SERVICIO DE INTERNET RURAL DEL ORIENTE S.A.S
CO | AS274164 | IRP - ONE S.A.S.
CO | AS274187 | EMPRESA SOCIAL DEL ESTADO E.S.E IMSALUD
CO | AS274193 | ELASTICSERVER.CO S.A.S.
CO | AS274195 | FIBERTIC S.A.S.
CO | AS274200 | SERVIRED LMA COMUNICACIONES S.A.S.
CO | AS274207 | BITEL DE COLOMBIA S.A.S
CO | AS274208 | VERLA S.A.S.
CO | AS274211 | Contraloría Departamental San Andrés
CO | AS274218 | ANEXU SAS
CO | AS274223 | NETWORKS TV S.A.S
CO | AS274226 | ISP PROVEEDOR DE SERVICIOS DE INTERNET SAS
CO | AS274237 | TRANSPORTE DE INTERNET Y MEDIOS TECNOLOGICOS S.A.S
CO | AS274241 | ELECTROVIVA S.A.S
CO | AS274244 | GLOB@L SYSTEM WI FI S.A.S.
CO | AS274245 | WIFIMAX S.A.S.
CO | AS274247 | SOLUNET ISP SAS
CO | AS274248 | REINTECH SAS
CO | AS274249 | DEVELOPMENT OF BIG TECHNOLOGIES - DOBIT S.A.S.
CO | AS274254 | INTERMAX COMUNICACIONES S.A.S.
CO | AS274258 | SERVICIOS INTEGRALES PERSONALIZADOS S.A.S
CO | AS274262 | IP SERVICES REDES E INTERNET S.A.S
CO | AS274265 | MINISTERIO DEL TRABAJO
CO | AS274268 | JECBsolutions SAS
CO | AS274282 | DATANET TELECOMUNICACIONES S.A.S.
CO | AS274284 | CONEXION TOTAL ENIGMA VALLE DE TENZA S.A.S
CO | AS274310 | ULTRANET COLOMBIA S.A.S.
CO | AS274311 | INTEROS - INTERNET SERVICE SAS
CO | AS274318 | MCA TELECOMUNICACIONES SAS
CO | AS274325 | SMARTTOWN SAS
CO | AS274330 | SYK SOLUCIONES SAS
CO | AS274888 | RASER TELECOMUNICACIONES SAS
CO | AS274891 | SERVICIOS PROFESIONALES EN NETWORKING SAS
CO | AS274894 | TV GAITAN TELECOMUNICACIONES SAS
CO | AS274926 | DEPARTAMENTO DE LA GUAJIRA
CO | AS393693 | Electronic Arts
CR | AS3790 | RADIOGRAFICA COSTARRICENSE
CR | AS11830 | Instituto Costarricense de Electricidad y Telecom.
CR | AS14754 | TELECOMUNICACIONES DE GUATEMALA
CR | AS16973 | T-Four Services S.A
CR | AS27876 | American Data Networks
CR | AS27908 | Tracity Inc.
CR | AS28022 | CRISP S.A.
CR | AS28050 | ADN Solutions S.A. (Rokru Int.)
CR | AS28086 | Worldcom de Costa Rica
CR | AS28110 | NAVEGALO S.A.
CR | AS28317 | NAVEGALO S.A.
CR | AS52228 | Cable Tica
CR | AS52263 | Telecable Economico S.A.
CR | AS52342 | Critical Colocation
CR | AS52356 | R&H International Telecom Services SA.
CR | AS52392 | Grupo Telco de Centroamerica S.A.
CR | AS52395 | Multiflex Payment Services Ltda
CR | AS52408 | Itech Soluciones S.A
CR | AS52423 | Data Miners S.A. ( Racknation.cr )
CR | AS52429 | BAC LATAM SSC SOCIEDAD ANONIMA
CR | AS52463 | Banco Nacional de Costa Rica (BNCR)
CR | AS52470 | CONARE
CR | AS61464 | BADJELLY S.A.
CR | AS61479 | Dole Shared Services Limited
CR | AS262145 | Cooperativa de Electrificación Rural de San Carlos R.L. (Coopelesca R.L.)
CR | AS262149 | Sistemas Fratec S.A.
CR | AS262152 | Banco de Costa Rica
CR | AS262171 | Telecom Logistics S.A.
CR | AS262184 | GRUPO KONECTIVA LATAM S.A
CR | AS262197 | MILLICOM CABLE COSTA RICA S.A.
CR | AS262202 | Telefonica de Costa Rica TC
CR | AS262241 | COOPERATIVA DE ELECTRIFICACION RURAL DE ALFARO RUIZ R.L.
CR | AS262252 | Servicios Technologicos Antares de Costa Rica
CR | AS263220 | BANCO PROMERICA COSTA RICA
CR | AS263232 | ESPH.SA
CR | AS263246 | Metrowireless Solutions de Costa Rica
CR | AS263248 | GCI SERVICE PROVIDER S.A.
CR | AS263683 | Universidad de Costa Rica
CR | AS263698 | TRANSDATELECOM S.A
CR | AS263713 | Server Lodge S.A.
CR | AS263749 | Junta Administrativa del Servicio Eléctrico Municipal de Cartago(JASEC)
CR | AS263762 | COOPERATIVA DE ELECTRIFICACIÓN RURAL DE GUANACASTE R.L.
CR | AS263779 | Academia Nacional de Ciencias
CR | AS263785 | COLUMBUS NETWORKS DE COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA
CR | AS263796 | NAVEGALO S.A.
CR | AS263831 | Contraloria General de la Republica
CR | AS264615 | INASOL INALÁMBRICA SOLUCIONES S.A.
CR | AS264621 | BLUE SAT SERVICIOS ADMINISTRADOS DE TELECOMUNICACIONES SA
CR | AS264644 | INFORMATION TECHNOLOGIES OUTSOURCING
CR | AS264654 | FIBERNET
CR | AS264686 | STREET FIBER S.A.
CR | AS264820 | COREBASES S.A
CR | AS265636 | CoopeSantos R.L.
CR | AS265873 | FIBER TO THE HOME FTTH SA
CR | AS266665 | IDEAS GLORIS SOCIEDAD ANÓNIMA
CR | AS266717 | Academia Nacional de Ciencias
CR | AS266719 | Academia Nacional de Ciencias
CR | AS266746 | CONTINUM DATACENTER SOCIEDAD ANONIMA
CR | AS266853 | Comunicaciones Metropolitanas METROCOM
CR | AS266875 | WIMAX NETWORKS SRL
CR | AS267692 | UNIVERSIDAD NACIONAL
CR | AS267698 | COMUNICACION CONSTANTE S.A
CR | AS267740 | UNIVERSIDAD U LATINA SRL
CR | AS267858 | COMUNICACIONES TELEFONICAS TICOLINEA S.A
CR | AS269884 | ENTERPRISE WIRELESS SOLUTIONS SOCIEDAD DE RESPONSABILIDAD LIMITADA
CR | AS270058 | CABLE CENTRO SOCIEDAD ANONIMA
CR | AS270087 | COMUNICACION CONSTANTE S.A
CR | AS271889 | FIBRAENCASA SOCIEDAD ANONIMA
CR | AS271891 | UNIVERSIDAD ESTATAL A DISTANCIA
CR | AS271960 | MIRA NETWORKS SOCIEDAD DE RESPONSABILIDAD LIMITADA
CR | AS272000 | CR SIG SMART INVESTMENTS GROUP SOCIEDAD ANONIMA
CR | AS272023 | UNIVERSIDAD TECNICA NACIONAL
CR | AS273139 | RED Y COMUNICACIONES REYCOM DEL SUR SOCIEDAD ANONIMA
CR | AS273147 | MUNICIPALIDAD DE CARRILLO GUANACASTE
CR | AS273830 | CABLE CARIBE S.A.
CR | AS273987 | BANCO POPULAR Y DE DESARROLLO COMUNAL
CR | AS274032 | SERVICIOS FEMAROCA TV SOCIEDAD ANONIMA
CR | AS274133 | Tribunal Supremo de Elecciones
CR | AS274239 | RING CENTRALES DE COSTA RICA SOCIEDAD ANONIMA
CR | AS395299 | THE WESTERN UNION COMPANY
CU | AS10569 | Red CENIAInternet
CU | AS11960 | EMPRESA DE TELECOMUNICACIONES DE CUBA S.A. (IXP CUBA)
CU | AS27725 | Empresa de Telecomunicaciones de Cuba
CV | AS37517 | CABO VERDE TELECOM
CV | AS37575 | UNITEL T+ Telecomunicacoes
CV | AS327862 | NOSi EPE
CV | AS328440 | Banco BAI Cabo Verde
CV | AS328941 | CABO VERDE TELECOM
CV | AS329138 | BCN - Banco Caboverdiano de Negócios
CV | AS329173 | Associação Cabo Verde Internet Exchange Point
CW | AS11081 | United Telecommunication Services (UTS)
CW | AS26505 | E-Commerce Park
CW | AS27660 | Curacao Telecom
CW | AS27748 | NetPro N.V.
CW | AS28017 | AMS-IX Caribbean
CW | AS52233 | Columbus Communications Curacao NV
CW | AS52301 | Maduro & Curiels Bank
CW | AS52391 | Curacao Technology Exchange N.V (CTEX)
CW | AS61473 | SFT Bank N.V.
CW | AS206962 | HOSTING B2B LTD
CW | AS212080 | Karafarini va FANAVARIHAYEH Novin Negin Pars Co PJS
CW | AS262162 | Fatum Holding N.V
CW | AS262238 | Ennia Caribe Holding N.V.
CW | AS265825 | WORLDSTREAM LATAM B.V
CW | AS266780 | GROTE VREUGDE NV
CW | AS272996 | SINCERE NETWORKS B.V.
CW | AS274122 | Aquatel N.V.
CW | AS274149 | Dataplanet N.V.
CY | AS3268 | University of Cyprus
CY | AS5425 | Primetel PLC
CY | AS5504 | Logosnet Services Limited
CY | AS6866 | Cyprus Telecommunications Authority
CY | AS8544 | Primetel PLC
CY | AS8639 | Bilgi Teknolojileri ve Haberlesme Kurumu
CY | AS12567 | GAIJIN NETWORK LTD
CY | AS15805 | EPIC LTD
CY | AS16229 | Primetel PLC
CY | AS24655 | BANK OF CYPRUS PUBLIC COMPANY LIMITED
CY | AS29483 | Turk Bankasi Ltd
CY | AS29639 | Eurocenter Games Ltd
CY | AS30916 | Primetel PLC
CY | AS35432 | Cablenet Communication Systems plc
CY | AS39615 | DURU INTERNET VE BILISIM TEKNOLOJILERI SANAYI TICARET LIMITED SIRKETI
